,Brand,Model,Price,Engine Capacity,Classification,Registration Date,COE Expiry Date,Mileage,No. of owners,Type of Vehicle,Listing Details,Price (06-Jul-2022),Price (07-Jul-2022),Price (08-Jul-2022),Price (12-Jul-2022)
443,Aprilia,Aprilia RS125,SGD$11500,125cc,Class 2B,16-Nov-07,15-Nov-27,-,8,Sport Bikes, Aprilia RS125 For Sale.PM For More Details. Accessories- Full System Giannelli Exhaust,SGD$11500,SGD$11500,SGD$11500,SGD$11500
444,Honda,Honda CB400 Super 4 Spec 3,SGD$6500,399cc,Class 2A,16-Mar-04,31-Jan-24,282700km,9,Street Bikes, Mar 2004 Honda CB400 Super 4 Spec 3Road Tax Till Oct 2022.Recently Serviced In Feb:- Vtec Clearance - Valve Clearance - Carb Service + TuneNewly Replaced S22 Tyres In May.Price Nego For Serious Buyer. Accessories- Yoshimura End Can- Bitubo Adjustable Suspension,SGD$6500,SGD$6500,SGD$6500,SGD$6500
445,KTM,KTM 690 Enduro R,SGD$13000,690cc,Class 2,23-Jan-14,22-Jan-24,20288km,2,Super Motards," KTM 690 Enduro R For Sale.Bike Recently Converted Back To Stock.The Engine Been Reworked.The Front Headlight And Front Fairing Are Brand New.The Bike All Recently Reworked Including The Engine, Fork Servicing And Appearance Back To Stock. Lta Approved So Future Bike Inspection Easily Pass.Both Tires Brand New.Everything Was Done With Ban Hock Hin.Will Send E-receipt For Prove.Price Is Negotiable. ",SGD$13000,SGD$13000,SGD$13000,SGD$13000
446,BMW,BMW R1200GS Adventure,SGD$23000,1170cc,Class 2,2-Jun-11,28-Aug-31,86343km,3,Sport Tourers," Reg 2011 BMW R1200GS Adventure.In Very Good Condition.PML Serviced.All Service Reports & (Bmw) Service Tools & Repair Kits Will Be Provided.Contact Via (Sms/Whatsapp) AccessoriesAs Shown In Pictures. (Boxes, Lights, Covers..)",SGD$23000,SGD$23000,SGD$23000,SGD$23000
447,Harley Davidson,Harley Davidson FLHRC Road King Classic,SGD$32000,1690cc,Class 2,31-May-11,30-May-26,30000km,2,Cruiser, May 2011 Harley Davidson Road King For Sale.Call/Whatsapp For Details. AccessoriesWindshield.Luggage Rack.Battery Charger.Standard Exhaust.Led Lamps.,SGD$32000,SGD$32000,SGD$32000,SGD$32000
448,Honda,Honda Adv 150,SGD$13888,149cc,Class 2B,8-Jan-21,7-Jan-31,28444km,1,Scooters, Selling My Honda Adv 150.1 Owner.Coe End 2031 January Changed Last 3 Month - Belt And Tires.Looking For Full Cash Buyer.Still Have Running COI $349 X 30Mths.Not Argent Selling.Can Whatapps Me To Meet Up. Accessories- Box,SGD$13888,,SGD$13888,SGD$13888
449,BMW,BMW F900XR,SGD$37800,895cc,Class 2,12-Nov-21,11-Nov-31,1140km,1,Sport Tourers," Racing Red Color BMW F900XR With Accessories Worth Over 4K!Accessories All New Condition As The Mileage Is Super Low And Good As Brand New.Perfect Mid Weight Tourer.PML Unit Local BMW Agent With 5 Years Warranty.Showroom Condition With Only 1140Km Clocked.One Owner.4 Riding Modes, Abs-pro, Dtc.Gear Shift Assist Pro.Keyless Ride.6.5” Tft-lcd Screen With Bmw Motorrad Connectivity.Adaptive Headlight And Full Led Lighting. Accessories-Evotech Performance-Fork Sliders -Radiator Guard -Heavy Barend -Frame Sliders -Headlight Protector -Big Foot -Rear Hugger -Splash Guard -Quad Lock -Original Bmw Engine Spoiler -Cruise Control -Main Stand -MRA Windshield -TFT Cover -Front Mudguard Hugger",SGD$37800,SGD$37800,SGD$37800,SGD$37800
450,KTM,KTM 200 Duke,SGD$11888,200cc,Class 2B,27-Dec-19,26-Dec-29,16700km,1,Street Bikes," Dec 2019 KTM 200 Duke For Sale.1 Owner.Accident Free.4 Servicing Done @ 3Kkm, 6Kkm, 9Kkm, 14Kkm.Replaced Starter Last Year.Viewing At Chompang Area. AccessoriesBox And Rack",SGD$11888,SGD$11888,SGD$11888,SGD$11888
451,Harley Davidson,Harley Davidson XL50 Sportster 50th Annv,SGD$15000,1200cc,Class 2,15-Feb-07,14-Feb-27,100000km,2,Cruiser, Harley Davidson XL50 Sportster 50th Annv For Sale.Chat For Details. ,SGD$15000,SGD$15000,SGD$15000,SGD$15000
452,Yamaha,Yamaha FZN150i,SGD$5000,149cc,Class 2B,12-Mar-15,11-Mar-25,104000km,3,Street Bikes, Selling Away My Yamaha FZN150i V2. Come With Brand New Yamaha Original Coverset Imported From Yamaha India.Once You Fix It It Will Have A Brand New Look.Did Not Gave Me Any Major Problems. Very Reliable.Had To Change The Petrol Tank 3 Months Ago As Had Some Leakage Issiue. Ideal For Food Delivery.Contact Me Through Whatsapp For Viewing. AccessoriesFood Box Rack.Phone Mount.,SGD$5000,SGD$5000,SGD$5000,SGD$5000
453,Gilera,Gilera ST200 Runner,SGD$5888,198cc,Class 2B,22-Sep-14,21-Sep-24,51000km,2,Scooters," Well Maintained Gilera ST200.An Easy Maintain Scooter. Many People Will Say Gilera Have Many Problems. But I'm Blessing That This Motorbike Have Nil Problem.Basically All In Good Condition. Monthly Servicing, Engine Oil With Filter Change.During My Ownership With This Bike, I Had Upgraded:Malossi Puller System, Malossi Belt, Michelin Tyres.Selling As Unusage. Mostly It Parked Under Shuttle. To Compare Most Scooters Like Yamaha Aeros, NMax And Honda PCX. I Would Say Gilera In Stability And Pick Up Are The Best Among Them. This Italian Made Scooter Will Definitely Satisfied You. So Pm Me Now For More Information. ",SGD$5888,SGD$5888,SGD$5888,SGD$5888
454,Vespa,Vespa P150,SGD$10800,150cc,Class 2B,25-Aug-79,28-Jul-30,38000km,6,Scooters," Classic Vintage Vespa P150.Full Accessories, As Shown In Picture. Tip Top Condition.Accident Free.Engine Is Smooth.Newly Overhaul. Overhaul In February 2022.Fully Recon In February 2022.Price Negotiable.Viewing In Punggol. Accessories- Leather Saddle Seats",SGD$10800,SGD$10800,SGD$10800,SGD$10800
455,Lambretta,Lambretta V200 Special,SGD$10000,169cc,Class 2B,24-Jun-19,23-Jun-29,26000km,1,Scooters," Registered In June 2019 Lambretta V200 Special.Mint Condition.Change Of Oil Every 1000Km. Oil Change And Inspection Just Completed. Please Source Own Financing. AccessoriesCustomised Rack From Swee Kwang Metal, Able To Hold Up To 43L. Customised Foot Pegs.",SGD$10000,SGD$10000,SGD$10000,SGD$10000
456,Yamaha,Yamaha YBR125,SGD$2500,124cc,Class 2B,25-Nov-08,24-Nov-23,111000km,1,Street Bikes, Yamaha YBR125 For Sale.Whatsapp/Sms To Arrange Viewing. Price Nego Upon Viewing. ,SGD$2500,SGD$2500,SGD$2500,SGD$2500
457,Honda,Honda CB400X,SGD$6000,399cc,Class 2A,19-Sep-13,18-Sep-23,160000km,7,Sport Tourers, Well Maintained CB400X For Sale. Quite Abit Spent On Maintaining The Bike With Receipts To Proof. Definitely No Issue Riding Till End Of Coe And Beyond. Price Negotiable. ,SGD$6000,SGD$6000,SGD$6000,SGD$6000
458,Ducati,Ducati SuperSport S,SGD$33000,937cc,Class 2,7-May-18,6-May-28,18000km,2,Sport Bikes, Reg May 2018 Ducati Supersport S.The Ducati Supersport Range Is The “Comfortable Superbike”.Super Low Mileage.Massive Savings From Brand New With Madness Coe Prices Now (Easily Above $50K++ Now).  Next Desmo Servicing Is Only 30000Km.Oil Change Done At 15000Km.Tyres Changed At 15000Km (Pirelli Diablo Rosso Corsa Iii).My Loss Is Definitely Your Gain. Need To Set Aside Funds For Other Financial Commitments. Slightly Negotiable But Low-ballers Will Be Ignored. Offer Only Upon Viewing. More Head-turner Yummy Pics Coming Up Soon. AccessoriesBrembo RCS17 Brake Master Cylinder.Evotech Tail Tidy.Evotech Radiator Guard.Evotech Oil Cooler Guard.Evotech Passenger Foot Peg Blanking Kit.Evotech Bar End Balancers.Ktm Rear Signal Lights.Ducati Tank Pad.Fully-adjustable Öhlins Forks And Öhlins Shock.Standard Quick Shifter.Standard Single Seat Cover.,SGD$33000,,SGD$33000,SGD$33000
459,Vespa,Vespa LX150,SGD$9200,151cc,Class 2B,19-Aug-11,31-Jul-31,79500km,2,Scooters, Vespa LX150 For Sale.Hardly Ride.Park At Cover Shelter With Cover.Changed Both Tyres. ,SGD$9200,SGD$9200,SGD$9200,SGD$9200
460,Vespa,Vespa LX150 I.E.,SGD$6000,155cc,Class 2B,23-May-14,22-May-24,43000km,2,Scooters, Vespa LX150 For Sale.Everything Is New.Replacement Done In May 2022. PM For Details. ,SGD$6000,SGD$6000,SGD$6000,SGD$6000
461,Yamaha,Yamaha YZF-R6,SGD$16000,599cc,Class 2,1-Jun-10,31-May-30,10800km,7,Sport Bikes, Yamaha YZF-R6 For Sale.Open For Viewing.Price Negotiable For Keen Buyers. AccessoriesGiannelli Endcan(Legal With Cert).Gb Racing Rear End.Asv Clutch Lever.Koso Voltmeter.,SGD$16000,SGD$16000,SGD$16000,SGD$16000
462,Yamaha,Yamaha Xmax 300,SGD$16900,292cc,Class 2A,15-May-19,14-May-29,43200km,1,Scooters, Selling My Pre-owned Yamaha Xmax 300. Those Interested Can DM Me To Enquire More. AccessoriesExhaust Sliders. YSS G-sport Rear Suspension. Front Wheel Sliders. Hel Brake Hose With Racing Boy Master Cylinder.,SGD$16900,SGD$16900,SGD$16900,SGD$16900
463,KTM,KTM 200 Duke,SGD$5500,200cc,Class 2B,6-Jan-15,5-Jan-25,55000km,2,Street Bikes, Selling My Ktm Duke 200 Urgently.Shifted To Overseas. Please Contact Me. ,SGD$5500,,SGD$5500,SGD$5500
464,SYM,SYM Joyride S200i,SGD$9700,175cc,Class 2B,9-Oct-18,8-Oct-28,50000km,1,Scooters," SYM Joyride S200i For Sale.Very Good Condition.Full Maintenance Done Very RecentlyChanged Recently:Tyres, Belt Drive.Price Is Negotiable. AccessoriesPhone Holder With Charger",SGD$9700,,SGD$9700,SGD$9700
465,Honda,Honda PCX150,SGD$7000,153cc,Class 2B,15-Jul-16,14-Jul-26,54000km,2,Scooters, Honda PCX150 For Sale.Well Maintained.In Very Good Condition.Recently Passed Inspection.Changed Engine Oil And Battery.Owner Wishes To Change To Car. Accessories- Top Box- Helmet,SGD$7000,SGD$7000,SGD$7000,SGD$7000
466,Kawasaki,Kawasaki KRR ZX150,SGD$9800,149cc,Class 2B,14-Apr-04,31-Mar-24,-,12,Sport Bikes," Kawasaki KRR ZX150 For Sale.Tip Top Engine Condition.COE Renewable No Rebate.New Battery Changed. Accessories- Carbon Mudguard N Airducts- Spokes Rim , Axel Asia- Purple Led Speedo- Custom Coverset Blue Kenji- Clear Lens Signal Lights Ori- Albino Tail Light- Chrome Swing Arm- RCB Handle Grips.",SGD$9800,SGD$9800,SGD$9800,SGD$9800
467,Yamaha,Yamaha FJR1300,SGD$13800,1298cc,Class 2,19-Mar-09,28-Feb-29,160000km,3,Sport Tourers, Yamaha FJR1300 Gen 2 Abs Version With Improved Cooling System.Well Maintained Bike With Tender Love And Care.Shaft Fully Serviced And No Rust. Will Show Physical Copy Of Receipts When Viewing. About 2K++ Of Preventative Maintenance Since Taking Over.Ride With A Peace Of Mind. Replacement Done In 2021:-Tyres T32-Air Filter -EO + Oil Filter-Coolant -Spark Plug -Shaft Full Service -Clean Caliper - Brake Bleed (Front Back + Change Tube) - Suspension TuningReplacement Done In 2022:-Battery -Throttle Body Synchronisation -Wash Injector -Starter Motor -TPS Accessories- Brembo RCS19 Brake Leve- Brembo Brake Pads - Bitubo Suspension- Top Box 55L- 2L Tank Case - Camera P6X,SGD$13800,SGD$13800,SGD$13800,SGD$13800
468,Honda,Honda CB400X,SGD$7088,399cc,Class 2A,14-Feb-14,13-Feb-24,129000km,5,Sport Tourers, Honda CB400X For Sale.Bike Is Good To Go.Road Tax Till Feb 2023.Regular Servicing @ Panjang Garage.Major Servicing Has Been Done In Aug 2021.✅ Valve Clearance✅ Tyres✅ Chain And SprocketLatest Service April 2022✅ Engine Oil✅ Brake PadsBike Fully Paid For. Looking For Full Cash. Accessories-Tourex Fog Lights-Hepco & Becker Box-Bigfoot-Supersprox Sprocket-Crash Bars,SGD$7088,SGD$7088,SGD$7088,SGD$7088
469,Yamaha,Yamaha Cygnus Z 125,SGD$1900,125cc,Class 2B,4-Oct-12,3-Oct-22,24000km,2,Scooters, Yamaha Cygnus Z 125 for Sale.Low Mileage.Only 2 Owner.Price Negotiable Upon Viewing Only.Whatsapp For Fast Reply. ,SGD$1900,,SGD$1900,SGD$1900
470,Harley Davidson,Harley Davidson Iron 883,SGD$26888,883cc,Class 2,31-Jan-20,30-Jan-30,9600km,1,Cruiser," Selling With A Heavy Heart A Much Loved Sportster Harley Davidson Iron 883.  Accessories Worth $4K.Easily Customizable To Your Liking. Almost As Good As NewCondition: 9.8/10Low Mileage.Only Used Primarily As Transport To/Fro Work.Roadtax Till Jan 2023 (Renewed For A Year).All 3 Servicing Thus Far Done Direct With Agent (Hd Service Centre).1 Valid Service Package Still Available At HD Service Centre (OEM).Replacement Done Recently:- Metzeler M888 Ultra Marathon Front And Back Wheels- Battery- Brake Oil Flushing + Transmission Oil Selling Due To Family Commitments (As Much As I Love The Sportster, Family Needs Come First) Fully Paid.Can Assist In Sourcing For Loan.Price Is Negotiable For Serious Buyers. Not An Urgent Sale. Lowballers, Kindly Take A Hike.Currently Not On The Bike:Original Handlebars And Cables, Brake Hoses, Etc.6"" Front Risers (Not In Use, Bought To Try The Height)Original Rider And Pillion SeatAll Original Parts Will Be Included In The Deal (No Point In Keeping, Buyer's Gain) AccessoriesBlack Out Clutch Covers.Black Out Derby And Timer Covers.Oem Rear Foot Peg Kit.Willie Skull Axle Cover Front.Black Axle Cover Kit Rear.HD Grips.Sissy Bar.Bungking Crash Bars.Bung King Crash Sliders.Burly Outlaw Cowling.Viking Lamellar Saddle Bags.Non Oem Seat (For Looks And Somewhat Comfort).Burly 12"" Rise Handle Bars.Front Brake Hose Extensions.Clutch Cables Extension.Throttle Cable Extensions.Voltage Regulator.Relocated And Rerouted Iu Unit Supply To Ignition.",SGD$26888,SGD$26888,SGD$26888,SGD$25888
471,Honda,Honda CRF1000A Africa Twin,SGD$20000,998cc,Class 2,12-Mar-16,11-Mar-26,110000km,2,Sport Tourers, Honda CRF1000A Africa Twin For Sale.PM For Details. ,SGD$20000,SGD$20000,SGD$20000,SGD$20000
472,SYM,SYM VF3i,SGD$9999,183cc,Class 2B,11-Nov-19,10-Nov-29,3000km,1,Cubs, Selling Nov 2019 SYM VF3i.Low Mileage. Hardly Ridden.Bike Is Stock And Original.I Have Some New Accessories To Pass On To New Owner If Price Is Right. No Time To Mod. Accessories- Front & Rear Boxes,SGD$9999,SGD$9999,SGD$9999,SGD$9999
473,Harley Davidson,Harley Davidson Fat Bob 114,SGD$39500,1868cc,Class 2,5-Jun-18,4-Jun-28,-,1,Cruiser, Selling My Beloved Black June 2018 Fatbob 114.Bike Condition - Interior/Exterior: 10/10Fully Paid Bike. ,SGD$39500,,SGD$39500,SGD$39500
474,Vespa,Vespa GTS 300 Supertech HPE,SGD$19888,278cc,Class 2A,12-Jun-20,11-Jun-30,21000km,2,Scooters, June 2020 Vespa GTS 300 Supertech HPE For Sale.Mostly Stock But Modded Aesthetically To Taste. Engine: 10/10.Exterior: 10/10.I Can Show You Pictures Of The Specific Parts If U Want. I Have Some Of The Stock Parts Too That'll Provide Once Sold To You. Servicing Done In Time At Wastegarage. Selling As Funding For A Car. Viewings At Senja Rd. Price Negotiable But No Lowballers. Not In A Rush To Sell. Bike Is Still Under Higher Purchase With My Shop. If Interested Come Down To View And We'll Discuss The Money Matters Later On. Accessories- Highsider Barend Mirrors - Zellioni Luggage Hook In Chrome - Zellioni Passenger Footrest With Extender- Carbon Fibre Fork Cover - Carbon Fibre Glovebox Door Trim - Michelin City Grip Ii Tyres Front And Back (Just Changed) - Carbon Fibre Flip Out Key,SGD$19888,SGD$19888,SGD$19888,SGD$19888
475,Yamaha,Yamaha YZF-R15,SGD$11500,155cc,Class 2B,11-Sep-19,10-Sep-29,68000km,1,Sport Bikes," Sept 2019 R15 V3For Sale.Interior 8/10.Exterior 7/10 Some Scratches As Bike Drop Stationary Once. Replaced Recently:-Pirelli Rosso Sport -Brake Pad-Clutch Plate Replace On -Yuasa Battery -Spark PlugBrake Fluid Flushed Front Signal LightRk O-ring ChainSelling As Upgrading.Full Cash (Negotiable)OrCash $4725 And Continue COI ($225X30Mths).Subrider Fee And Your Insurance Is All Under You.Once Coi Finish Paying, I Will Straight Away Transfer Ownership To You. Meet Up For Viewing At MarsilingAnd Negotiable For Reasonable Price.Pm Me For Fast Deal.Low Baller Will Be Ignored. Accessories- Zoom In Rizoma Mirror- Motegi Racing Brake Lever And Clutch Lever- Voltmeter- Aftermarket Undercowl- Rcb Grip- R6 Headcowl- Aftermarket Windshield",SGD$11500,SGD$11500,SGD$11500,SGD$11500
476,KTM,KTM 990 SMT,SGD$14000,1000cc,Class 2,3-Oct-09,31-Aug-29,78367km,3,Sport Tourers, KTM 990 SM For Sale. Bike Is Set Up Mainly For Touring But Has Been A Weekend Ride For Me Since Covid Started.Extra Radiator Fan With Manual Switch Installed. Non Urgent Sale. Price Negotiable For Sincere Buyer. Lowballers Stay Away. Viewing Is Available.Willing To Trade With Yamaha Tmax.Original Exhausts And Other Accessories Will Also Be Given To New Owner. Accessories-Dual Street Legal Akrapovic Exhaust With Cert.-2 Hepco Junior 40L Side Boxes-Kappa Kventure 58L Top Box,SGD$14000,SGD$14000,SGD$14000,SGD$14000
477,Honda,Honda Wave 125,SGD$6000,125cc,Class 2B,25-Jun-05,30-Apr-25,23759km,2,Cubs, Honda Wave 125 For Sale.PM For Details. ,SGD$6000,SGD$6000,SGD$6000,SGD$6000
478,Honda,Honda VFR800X CrossRunner,SGD$15800,782cc,Class 2,21-Sep-16,20-Sep-26,43000km,1,Sport Tourers, Honda VFR800X CrossRunner For Sale.Accident Free.Never Been To Track Or Touring On This Bike. Only Rides Thru And Fro Work. Low Mileage. 1st Owner. Well Maintained. Selling Bike Due To Family Commitments.New Tyres! AccessoriesGivi Base Plate.Givi Top Box.Givi Crashbar.,SGD$15800,SGD$15800,SGD$15800,SGD$15800
479,Ducati,Ducati Multistrada 1200 ABS,SGD$17500,1198cc,Class 2,9-Sep-11,31-Aug-31,32200km,3,Sport Tourers, Ducati Multistrada 1200 ABS For Sale.Selling As Seldom Use The Bike.Driving Most Of The Time. Just Renewed 10 Years COE In 2021.Full Cash. No Instalment. Sincere Buyer Only. View To Appreciate. Accessories- Rear Box - 2 Side Panniers.,SGD$17500,SGD$17500,SGD$17500,SGD$17500
480,Honda,Honda PCX125,SGD$5000,125cc,Class 2B,12-Apr-11,11-Apr-26,70000km,5,Scooters, Honda PCX125 For Sale. PM For Details. ,SGD$5000,SGD$5000,SGD$5000,SGD$5000
481,Harley Davidson,Harley Davidson FXDB Dyna Street Bob,SGD$21888,1584cc,Class 2,24-Feb-14,23-Feb-24,31000km,2,Cruiser," Feb 2014 Harley Davidson Dyna Street Bob FXDB For Sale.Road Tax Till Jul 2022.Always Sheltered With Cover. All Lta Inspection Passed No Hassle.View To Appreciate.No Trade.Price NegoLoan Can Be Arranged. AccessoriesKuryakyn Grips With Throttle Boss.Kuryakyn Adjustable Highway Peg Mustache Bar.Kuryakyn Flaming Switchblade Footpegs.Lidlox ""Worlds Slickest Helmet Lock"".Mini Ape Hanger Bars.",SGD$21888,SGD$21888,SGD$21888,SGD$21888
482,Honda,Honda Adv 150,SGD$13888,149cc,Class 2B,19-Mar-20,18-Mar-30,23888km,1,Scooters," Mar 2020 Honda Adv 150 For Sale.1 Owner.No Modification.Travel Home-work-home.Servicing Record27 Jun 21 (12,600)- Air Filter + Coolant26 Jul 21 (13,500) - Engine/Gear Oil + Belt + Spark Plug.07 Nov 21 (16,135)- Engine Oil And Tyres09 Jan 22 (18,280)- Engine Oil13 Mar 22 (20,300)- Engine Oil27 Mar 22 (20,500)- Batt Change20 May 22 (23,000)- Engine Oil Selling As Upgrading.Fully Paid.Either Cash Or Find Own Loan.Interested Whatapp Me To Find Out More. Accessories- Rear Box- Handle W Mudguard",SGD$13888,SGD$13888,SGD$13888,SGD$13888
483,Honda,Honda Wave 125,SGD$6000,125cc,Class 2B,22-Feb-08,31-Jan-28,-,2,Cubs, Honda Wave 125 For Sale.All Original Parts No Modification.Good Condition.Every 3000Km Service As Manual. No IU / Spoilt.No Big Repair Or Overhaul Before.Transport From Jurong To Tuas For Work Only. ,SGD$6000,SGD$6000,SGD$6000,SGD$6000
484,BMW,BMW F900XR,SGD$38888,895cc,Class 2,28-Dec-20,27-Dec-30,13470km,1,Sport Tourers," Registered Dec, 2020 BMW F900XR.5 Years Warranty From PML5 Riding Mode, Abs Pro. Dtc, Keyless. Adaptive Headlight, Gear Shift Assist Etc.Free 20K Servicing From Pml. Nimble And Fun Bike, Tour Ready. AccessoriesBmw Topbox And Rack.Bmw Panniers And Rack.Bmw Mainstand.Sc Project End Can (Legal).K&N Air Filter.Wunderlich Skid Plate.Wunderlich Signal Light Guard.Givi Engine Guard.Front/Rear Camera.Etc",SGD$38888,SGD$38888,SGD$38888,SGD$38888
485,Honda,Honda CBR1000RR,SGD$8500,998cc,Class 2,12-Aug-06,28-Feb-25,137941km,4,Sport Bikes," All Stock Honda CBR1000RR For Sale.Fully Reliable Strong Machine. Fast Sale. Not Riding Anymore. One Of The Cheapest In The Market. With The High Coe Currently, You Can Never Get A Sports Bike At This Price Tag. ",SGD$8500,SGD$8500,SGD$8500,SGD$8500
486,Kymco,Kymco AK550,SGD$18000,550cc,Class 2,1-Nov-17,31-Oct-27,12000km,1,Scooters, Reg 2017 Oct Kymco AK550 For Sale.Condition Like New. Selling As Under Use. ,SGD$18000,SGD$18000,SGD$18000,SGD$18000
487,Suzuki,Suzuki Burgman 650 Executive Abs,SGD$17000,638cc,Class 2,4-Jan-17,3-Jan-27,38000km,2,Scooters, Suzuki Burgman 650 Executive Abs For Sale.PM For Details. ,SGD$17000,,SGD$17000,SGD$17000
488,Honda,Honda CB400X,SGD$12000,399cc,Class 2A,24-May-16,23-May-26,83600km,3,Sport Tourers, May 2016 Honda CB400X Non-ABSAccident Free During My Care Since 15 May 2018.Never Give Me Any Problems Up Till Now.Everything Is Stock.Eo Change Every 3000Km With Zack Enterprise.Oil Filter Change Every Alternate With Eo Change.Been Using Lupromax Eo All Along.Transfer Fee On Me.Full Cash Or Source For Your Preferred Finance.Price Can Nego For Serious Buyers. AccessoriesHandguards From Lab.Foldable Clutch And Brake Levers.Crash Bar From Lab.Barracuda Handgrips.Kappa Kventure Aluminium Top Box 38L.,SGD$12000,SGD$12000,SGD$12000,SGD$12000
